detailedhouseholdandfamilystat,0.8952395460086114
detailedhouseholdsummaryinhousehold,0.9493266353668505
detailedindustryrecode,0.7949746402877639
detailedoccupationrecode,0.6879809763303805
familymembersunder18,0.7308399674699397
majorindustrycode,0.9556576685928776
majoroccupationcode,0.9478509034437196
maritalstat,0.6795332910774721
migrationcodechangeinmsa,0.7511600768654244
migrationcodechangeinreg,0.9221591225527699
migrationcodemovewithinreg,0.9112042349318722
taxfilerstat,0.7453762373242946
