index,target,mcc
17,detailedhouseholdandfamilystat,0.7568227413992872
17,detailedhouseholdsummaryinhousehold,0.983705467548638
91,detailedhouseholdandfamilystat,0.8843440256714613
91,detailedhouseholdsummaryinhousehold,0.9690737078356658
91,enrollineduinstlastwk,0.610947500549256
91,familymembersunder18,0.742224638798392
91,migrationcodechangeinmsa,0.7576179170402707
91,migrationcodechangeinreg,0.9236227188737011
91,migrationcodemovewithinreg,0.9175736637717996
91,taxfilerstat,0.6791753487769195
83,detailedoccupationrecode,0.6957209186061235
83,familymembersunder18,0.7113380459991355
83,majoroccupationcode,0.9881831047991856
83,migrationcodechangeinmsa,0.7458163178543233
83,migrationcodechangeinreg,0.9246291647696894
83,migrationcodemovewithinreg,0.9113672155711414
83,taxfilerstat,0.6715314100121214
76,classofworker,0.6165970768682904
76,detailedhouseholdandfamilystat,0.8299123736583854
76,detailedhouseholdsummaryinhousehold,0.9112775824991234
76,detailedindustryrecode,0.8084247549441462
76,detailedoccupationrecode,0.6970277763996982
76,enrollineduinstlastwk,0.6453218858383589
76,familymembersunder18,0.6791678507536146
76,majorindustrycode,0.9629160857297973
76,majoroccupationcode,0.9439345867050513
76,taxfilerstat,0.6709034417792832
59,detailedhouseholdandfamilystat,0.8716081764359723
59,detailedhouseholdsummaryinhousehold,0.9577621015008333
59,detailedindustryrecode,0.7744987124735732
59,detailedoccupationrecode,0.658788048661606
59,familymembersunder18,0.7098099866714125
59,majorindustrycode,0.9559758134800085
59,majoroccupationcode,0.9480910874903532
59,taxfilerstat,0.6686237455878332
102,familymembersunder18,0.7510993999172946
102,taxfilerstat,0.6086527358650082
49,classofworker,0.626684526716065
49,detailedhouseholdandfamilystat,0.8612666512184054
49,detailedhouseholdsummaryinhousehold,0.9115624997426236
49,detailedindustryrecode,0.8074598353145245
49,detailedoccupationrecode,0.6959444354921573
49,familymembersunder18,0.7063090237187155
49,majorindustrycode,0.9586716918478436
49,majoroccupationcode,0.9428866520643403
49,maritalstat,0.6815120596088615
49,taxfilerstat,0.7786964909591618
79,classofworker,0.6347112465750139
79,detailedhouseholdandfamilystat,0.852169601500539
79,detailedhouseholdsummaryinhousehold,0.9165967514077821
79,detailedindustryrecode,0.8133354312550035
79,familymembersunder18,0.7095833564296039
79,majorindustrycode,0.9834320675196034
79,migrationcodechangeinmsa,0.7507443931942308
79,migrationcodechangeinreg,0.9218169623601624
79,migrationcodemovewithinreg,0.9127960443862203
79,taxfilerstat,0.6781090712919958
94,liveinthishouse1yearago,0.9811773400211141
94,maritalstat,0.6284879860614897
94,taxfilerstat,0.6757006424642618
75,countryofbirthfather,0.6016636558180588
75,countryofbirthmother,0.607546430428237
75,liveinthishouse1yearago,1.0000000000000002
75,migrationcodechangeinmsa,0.7103652040167947
75,migrationcodechangeinreg,0.9206917212720938
75,migrationcodemovewithinreg,0.9971057929119079
75,migrationprevresinsunbelt,0.9607365186336438
75,regionofpreviousresidence,0.9917630642507362
75,veteransbenefits,0.6811975437058055
78,detailedhouseholdandfamilystat,0.9093663188163834
78,detailedhouseholdsummaryinhousehold,0.9633437772849784
78,enrollineduinstlastwk,0.6413871908803191
78,familymembersunder18,0.7967414371639818
78,maritalstat,0.7192139879779038
78,taxfilerstat,0.7945363627108909
57,detailedhouseholdandfamilystat,0.8595724843367004
57,detailedhouseholdsummaryinhousehold,0.9591224352757697
57,detailedindustryrecode,0.7763808820506075
57,detailedoccupationrecode,0.6741207794360384
57,familymembersunder18,0.7177239556321846
57,majorindustrycode,0.9513915386698722
57,majoroccupationcode,0.9481145399883907
57,taxfilerstat,0.6777886530651337
37,detailedhouseholdsummaryinhousehold,0.9691315179203402
51,classofworker,0.6421771632806967
51,detailedhouseholdandfamilystat,0.8398525752726097
51,detailedhouseholdsummaryinhousehold,0.9213823119448468
51,detailedindustryrecode,0.811465604092239
51,detailedoccupationrecode,0.7093839617613787
51,familymembersunder18,0.6957980797176117
51,majorindustrycode,0.9604527281057178
51,majoroccupationcode,0.9453405982618854
51,taxfilerstat,0.6677609009271676
55,classofworker,0.6220632872679643
55,detailedhouseholdandfamilystat,0.8626912958236377
55,detailedhouseholdsummaryinhousehold,0.9369304803828578
55,detailedindustryrecode,0.803478055913274
55,detailedoccupationrecode,0.6949716755067387
55,familymembersunder18,0.7042270731753052
55,majorindustrycode,0.9617766521557541
55,majoroccupationcode,0.9444118517740921
55,taxfilerstat,0.66110343353322
61,detailedhouseholdandfamilystat,0.8632946143110873
61,detailedhouseholdsummaryinhousehold,0.9498772201826134
61,detailedindustryrecode,0.7864667397093503
61,detailedoccupationrecode,0.6754547615976306
61,familymembersunder18,0.7031565469217346
61,majorindustrycode,0.9573121128698474
61,majoroccupationcode,0.9483268306847854
61,taxfilerstat,0.6626827138726878
85,liveinthishouse1yearago,0.9999999999999996
85,migrationcodechangeinmsa,0.6775859611572091
85,migrationcodechangeinreg,0.9138046150309367
85,migrationcodemovewithinreg,0.998727701479804
92,classofworker,0.6275564646860438
92,countryofbirthfather,0.7370522955631198
92,countryofbirthmother,0.7473106541868131
92,countryofbirthself,0.7287466974080654
92,detailedindustryrecode,0.7981532609433223
92,hispanicorigin,0.6338417131977649
92,majorindustrycode,0.9841088675137679
92,migrationcodemovewithinreg,0.6457736617632919
92,migrationprevresinsunbelt,0.8069226001794318
92,taxfilerstat,0.6355967714271947
97,migrationcodechangeinmsa,0.7337687782667957
97,migrationcodechangeinreg,0.9237091014156891
97,migrationcodemovewithinreg,1.0
97,regionofpreviousresidence,0.6894754634918348
80,detailedhouseholdandfamilystat,0.8879189073727958
80,detailedhouseholdsummaryinhousehold,0.9445426274030068
80,detailedindustryrecode,0.7947346818388387
80,detailedoccupationrecode,0.6935407529432001
80,enrollineduinstlastwk,0.6088726145896021
80,familymembersunder18,0.737859861628754
80,majorindustrycode,0.9517863584121462
80,majoroccupationcode,0.9428199351494295
80,maritalstat,0.6800473161486971
80,migrationcodechangeinreg,0.8974067736141437
80,migrationcodemovewithinreg,0.8938024640052529
80,taxfilerstat,0.7515764586137238
81,detailedhouseholdandfamilystat,0.8945916590140459
81,detailedhouseholdsummaryinhousehold,0.9736567072378982
81,familymembersunder18,0.7456935020471963
81,maritalstat,0.6364064104113915
81,memberofalaborunion,0.6332394783910029
81,migrationcodechangeinmsa,0.7472961883646254
81,migrationcodemovewithinreg,0.7336129232310498
81,taxfilerstat,0.7078643662870495
73,detailedhouseholdandfamilystat,0.8924531861087801
73,detailedhouseholdsummaryinhousehold,0.9683736723448284
73,enrollineduinstlastwk,0.6049550618047393
73,familymembersunder18,0.7613786461053423
73,maritalstat,0.6880837277405923
73,migrationcodechangeinmsa,0.749412637506584
73,migrationcodechangeinreg,0.7553026237487064
73,taxfilerstat,0.7569485024402678
50,detailedhouseholdandfamilystat,0.8718590917752908
50,detailedhouseholdsummaryinhousehold,0.9519893737084616
50,detailedindustryrecode,0.8025326708857324
50,detailedoccupationrecode,0.6964870166520523
50,familymembersunder18,0.7226745797590859
50,majorindustrycode,0.9529426949534416
50,majoroccupationcode,0.9511412595626578
50,taxfilerstat,0.671283228284569
67,classofworker,0.6424270958418952
67,detailedhouseholdandfamilystat,0.8664846837929789
67,detailedhouseholdsummaryinhousehold,0.9521162482584095
67,familymembersunder18,0.750014993292494
67,liveinthishouse1yearago,0.9879493403837765
67,migrationcodechangeinreg,0.7127618195186195
67,taxfilerstat,0.6979496411222467
58,classofworker,0.6061419173299342
58,detailedindustryrecode,0.8019049744751486
58,detailedoccupationrecode,0.6902036453984333
58,majorindustrycode,0.9643832077851908
