index,target,mcc
13,L_LINESTATUS,0.984966
10,L_LINESTATUS,0.988577
10,O_ORDERSTATUS,0.953233
10,PS_PARTKEY,0.927095
10,P_PARTKEY,0.929721
8,PS_PARTKEY,0.989782
8,P_PARTKEY,0.969915
12,L_LINESTATUS,0.987281
19,L_PARTKEY,0.941645
19,PS_PARTKEY,0.957482
19,P_MFGR,1
9,PS_PARTKEY,0.998414
9,P_PARTKEY,0.993535
4,L_LINESTATUS,0.99508
4,O_ORDERSTATUS,0.974125
26,PS_SUPPKEY,0.9999
26,S_SUPPKEY,0.99994
15,L_LINESTATUS,0.993161
1,C_NATIONKEY,1
1,C_PHONE,1
1,N_NAME,1
1,N_NATIONKEY,1
1,N_REGIONKEY,1
7,PS_PARTKEY,0.999257
7,P_PARTKEY,0.995826
25,N_REGIONKEY,1
17,N_REGIONKEY,1
17,R_COMMENT,1
17,R_NAME,1
21,L_SUPPKEY,0.985646
21,PS_SUPPKEY,0.989128
14,L_LINESTATUS,0.972613
27,C_NATIONKEY,1
27,N_COMMENT,1
3,L_LINESTATUS,0.981247
3,O_ORDERSTATUS,0.870224
28,L_ORDERKEY,1
28,O_ORDERKEY,1
