index;target;pruningPossible;pruned;minimal
9;taxfilerstat;FALSE;age|classofworker|education|maritalstat|taxfilerstat|detailedhouseholdandfamilystat|veteransbenefits|migrationcodechangeinmsa;age|classofworker|education|maritalstat|taxfilerstat|detailedhouseholdandfamilystat|veteransbenefits|migrationcodechangeinmsa
